,hhid_baseline,areaid,area_dropped,treatment,hh_size,adults,children,male_head,head_age,head_noeduc,spandana,othermfi,bank,informal,anyloan,spandana_amt,othermfi_amt,bank_amt,informal_amt,anyloan_amt,total_biz,female_biz,female_biz_pct,bizrev,bizexpense,bizinvestment,bizemployees,hours_weekbiz,total_exp_mo,nondurable_exp_mo,durables_exp_mo,home_durable_index
134,135,209,Yes,,5,2,3,1.0,25.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,3218.67,3193.669921875,25.0,0.82196164
135,136,209,Yes,,7,4,3,1.0,25.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,16000.0,16000.0,2,2,1.0,15000.0,610.4167,55000.0,0.0,85.0,17469.336,11152.669921875,6316.6668701171875,2.1343772
136,137,209,Yes,,4,2,2,1.0,26.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,3000.0,3000.0,0,0,,,,,,,5403.3335,4617.5,785.8333320617676,1.5861917
137,138,209,Yes,,9,4,5,1.0,35.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,3,0,0.0,9400.0,21231.25,54800.0,7.0,128.0,43206.34,38639.671875,4566.66650390625,3.8994246
138,139,209,Yes,,3,3,0,1.0,55.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,5000.0,5000.0,0,0,,,,,,,2749.25,2749.25,0.0,1.4148837
139,140,209,Yes,,3,2,1,0.0,42.0,1.0,No,No,Yes,Yes,Yes,0.0,0.0,10000.0,40000.0,50000.0,0,0,,,,,,,1653.08,1653.0799560546875,0.0,0.3740403
140,141,212,Yes,,4,2,2,1.0,32.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,8246.667,5855.0,2391.6665840148926,3.5466788
141,142,212,Yes,,4,4,0,0.0,50.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,4387.33,4087.330078125,299.99999237060547,0.8635134
142,143,212,Yes,,5,3,2,1.0,28.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,26000.0,26000.0,0,0,,,,,,,6226.6636,5218.330078125,1008.3333129882812,2.016517
143,144,212,Yes,,4,4,0,1.0,56.0,0.0,No,No,Yes,No,Yes,0.0,0.0,700000.0,0.0,700000.0,0,0,,,,,,,11888.333,9305.0,2583.3333129882812,4.6022096
144,145,212,Yes,,4,3,1,1.0,30.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,30000.0,30000.0,0,0,,,,,,,3836.17,3836.169921875,0.0,2.2974896
145,146,212,Yes,,5,3,2,1.0,35.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,5849.9966,5483.330078125,366.66667556762695,2.7682233
146,147,212,Yes,,2,2,0,1.0,75.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,2000.0,2000.0,0,0,,,,,,,915.0,915.0,0.0,1.7447743
147,148,212,Yes,,5,5,0,1.0,60.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,50000.0,50000.0,0,0,,,,,,,2708.33,2708.330078125,0.0,1.0234817
148,149,212,Yes,,3,2,1,1.0,25.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,2000.0,2000.0,0,0,,,,,,,4656.67,4656.669921875,0.0,1.7063377
149,150,212,Yes,,6,2,4,1.0,30.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,50000.0,50000.0,0,0,,,,,,,3518.33,3518.330078125,0.0,1.7397261
150,151,212,Yes,,3,3,0,1.0,50.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,20000.0,20000.0,0,0,,,,,,,3351.67,3351.669921875,0.0,1.3366698
151,152,212,Yes,,4,4,0,1.0,48.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,0,0.0,1500.0,21.428572,0.0,0.0,56.0,2486.67,2486.669921875,0.0,1.1025094
152,153,212,Yes,,4,4,0,1.0,50.0,0.0,No,No,Yes,Yes,Yes,0.0,0.0,45000.0,60000.0,105000.0,0,0,,,,,,,3210.0,3210.0,0.0,1.4202254
153,154,212,Yes,,4,2,2,1.0,35.0,0.0,No,Yes,No,Yes,Yes,0.0,40000.0,0.0,30000.0,70000.0,0,0,,,,,,,3670.0,3670.0,0.0,1.6428314
154,155,212,Yes,,4,3,1,1.0,49.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,30000.0,30000.0,0,0,,,,,,,2838.67,2838.669921875,0.0,2.1770723
155,156,212,Yes,,4,2,2,1.0,26.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,15000.0,15000.0,0,0,,,,,,,3625.0,3625.0,0.0,0.89637643
156,157,212,Yes,,6,4,2,1.0,54.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,8781.67,8781.669921875,0.0,1.4981452
157,158,212,Yes,,3,2,1,1.0,34.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,5288.33,3538.330078125,1750.0,3.3531935
158,159,212,Yes,,4,2,2,1.0,29.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,40000.0,40000.0,0,0,,,,,,,5510.0,5510.0,0.0,1.0447474
159,160,212,Yes,,5,2,3,1.0,35.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,3356.6633,3148.330078125,208.3333396911621,0.73635006
160,161,213,Yes,,3,3,0,1.0,56.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,7965.0034,7506.669921875,458.3333282470703,4.951936
161,162,213,Yes,,6,2,4,1.0,39.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,4457.67,4457.669921875,0.0,2.7648768
162,163,213,Yes,,2,2,0,1.0,45.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2465.8333,2432.5,33.33333206176758,1.7194064
163,164,213,Yes,,4,4,0,1.0,40.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,40000.0,40000.0,0,0,,,,,,,2408.33,2408.330078125,0.0,2.3123128
164,165,213,Yes,,4,2,2,1.0,32.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,30000.0,30000.0,0,0,,,,,,,3495.0,3475.0,20.0,1.4218645
165,166,213,Yes,,4,4,0,1.0,50.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,5000.0,5000.0,0,0,,,,,,,3156.67,3156.669921875,0.0,3.5917897
166,167,213,Yes,,4,2,2,1.0,38.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,1620.83,1620.8299560546875,0.0,1.0176166
167,168,213,Yes,,4,2,2,1.0,27.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,8000.0,8000.0,0,0,,,,,,,980.0,930.0,50.0,1.5328374
168,169,213,Yes,,6,6,0,1.0,43.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,20000.0,20000.0,1,1,1.0,5000.0,250.0,0.0,0.0,20.0,4035.0,3985.0,50.0,2.3674955
169,170,213,Yes,,4,4,0,1.0,52.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,27000.0,27000.0,0,0,,,,,,,2783.33,2708.330078125,75.0,2.0037704
170,171,213,Yes,,4,2,2,1.0,24.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,40000.0,40000.0,0,0,,,,,,,3860.0,3860.0,0.0,1.8537257
171,172,213,Yes,,4,4,0,1.0,24.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,20000.0,20000.0,0,0,,,,,,,5499.9966,5458.330078125,41.66666793823242,1.7442405
172,173,213,Yes,,5,2,3,1.0,38.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,40000.0,40000.0,0,0,,,,,,,3590.0,3590.0,0.0,2.2170746
173,174,213,Yes,,5,2,3,1.0,25.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,1,0,0.0,2000.0,50.0,0.0,0.0,70.0,3684.3367,3642.669921875,41.66666793823242,1.8683679
174,175,213,Yes,,6,4,2,1.0,58.0,0.0,No,No,Yes,No,Yes,0.0,0.0,100000.0,0.0,100000.0,0,0,,,,,,,2047.5,2047.5,0.0,1.57094
175,176,213,Yes,,2,2,0,1.0,50.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,100000.0,100000.0,1,0,0.0,3200.0,300.0,0.0,0.0,75.0,2057.0,2057.0,0.0,2.384711
176,177,213,Yes,,5,5,0,1.0,38.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,35000.0,35000.0,0,0,,,,,,,1685.0,1685.0,0.0,1.588135
177,178,213,Yes,,6,3,3,0.0,50.0,1.0,No,No,Yes,Yes,Yes,0.0,0.0,96000.0,80000.0,176000.0,4,2,0.5,55000.0,9000.0,0.0,0.0,144.0,1905.0,1905.0,0.0,1.4136941
178,179,213,Yes,,6,3,3,1.0,40.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,100000.0,100000.0,2,1,0.5,14600.0,2142.8572,0.0,0.0,34.0,6271.67,6271.669921875,0.0,1.77275
179,180,213,Yes,,5,3,2,1.0,45.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,28000.0,28000.0,0,0,,,,,,,2636.67,2636.669921875,0.0,1.9744544
180,181,37,No,Control,5,3,2,1.0,42.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,0,0.0,8000.0,458.33334,0.0,0.0,84.0,4873.6665,4707.0,166.6666717529297,4.171167
181,182,37,No,Control,2,2,0,1.0,32.0,0.0,No,No,Yes,No,Yes,0.0,0.0,80000.0,0.0,80000.0,1,0,0.0,500.0,4.1666665,0.0,0.0,10.0,3210.67,3185.669921875,25.0,2.0735981
182,183,37,No,Control,5,3,2,1.0,29.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,150000.0,150000.0,0,0,,,,,,,4785.83,4723.330078125,62.5,2.449169
183,184,37,No,Control,6,2,4,1.0,28.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,40000.0,40000.0,2,2,1.0,17000.0,5.833333,0.0,0.0,88.0,3561.6633,3478.330078125,83.33333587646484,1.6125289
184,185,37,No,Control,3,2,1,1.0,47.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,6000.0,6000.0,0,0,,,,,,,10495.003,6786.669921875,3708.333251953125,3.067207
185,186,37,No,Control,4,2,2,1.0,35.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,1,1.0,6000.0,416.66666,0.0,0.0,56.0,3448.3367,3156.669921875,291.6666679382324,1.9640846
186,187,37,No,Control,7,5,2,1.0,27.0,0.0,No,No,Yes,No,Yes,0.0,0.0,20000.0,0.0,20000.0,0,0,,,,,,,7581.67,7581.669921875,0.0,3.111024
187,188,37,No,Control,7,4,3,1.0,41.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,1000.0,1000.0,0,0,,,,,,,2940.3367,2923.669921875,16.66666603088379,2.0705059
188,189,37,No,Control,3,3,0,1.0,39.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2325.0,2325.0,0.0,2.1684773
189,190,37,No,Control,5,2,3,1.0,35.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,30000.0,30000.0,0,0,,,,,,,4469.0,4469.0,0.0,1.9845848
190,191,37,No,Control,3,2,1,1.0,30.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,1719.9966,1703.3299560546875,16.66666603088379,1.0778762
191,192,37,No,Control,4,2,2,1.0,55.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,1736.67,1736.6700439453125,0.0,1.2292542
192,193,37,No,Control,5,4,1,1.0,26.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,80000.0,80000.0,0,0,,,,,,,11607.337,9605.669921875,2001.6666231155396,1.8702233
193,194,37,No,Control,5,3,2,1.0,37.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,40000.0,40000.0,0,0,,,,,,,14634.17,14634.169921875,0.0,2.192545
194,195,37,No,Control,6,2,4,1.0,36.0,0.0,No,No,No,No,Yes,0.0,0.0,0.0,0.0,1000.0,1,1,1.0,900.0,30.0,0.0,0.0,24.0,2251.67,2176.669921875,75.0,1.5595002
195,196,37,No,Control,4,2,2,1.0,30.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2939.83,2939.830078125,0.0,1.0959885
196,197,37,No,Control,5,4,1,1.0,44.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,4000.0,4000.0,1,0,0.0,10000.0,666.6667,0.0,0.0,72.0,4209.0,4209.0,0.0,2.0212185
197,198,37,No,Control,3,3,0,1.0,26.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2663.33,2663.330078125,0.0,0.8975724
198,199,37,No,Control,6,4,2,1.0,40.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,200000.0,200000.0,3,0,0.0,13500.0,1890.4762,0.0,0.0,48.0,4768.9966,4727.330078125,41.66666793823242,2.713904
199,200,37,No,Control,6,2,4,1.0,30.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,5000.0,5000.0,0,0,,,,,,,1943.3334,1935.0,8.333333015441895,0.61910844
200,201,49,No,Control,5,5,0,1.0,55.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,0,0,,,,,,,3868.3367,3251.669921875,616.6666450500488,2.234201
201,202,49,No,Control,5,5,0,1.0,45.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,65000.0,65000.0,0,0,,,,,,,5418.3364,4001.669921875,1416.6666259765625,2.986736
202,203,49,No,Control,4,4,0,0.0,55.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2601.33,2601.330078125,0.0,2.4379866
203,204,49,No,Control,4,4,0,1.0,28.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,15000.0,15000.0,0,0,,,,,,,2702.0032,2368.669921875,333.3333435058594,2.0260346
204,205,49,No,Control,5,2,3,1.0,32.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,1,1.0,400.0,300.0,0.0,0.0,91.0,2360.0,2360.0,0.0,1.4222305
205,206,49,No,Control,4,2,2,1.0,38.0,0.0,No,No,Yes,No,Yes,0.0,0.0,105000.0,0.0,105000.0,1,0,0.0,200000.0,54295.24,0.0,9.0,14.0,18163.0,12913.0,5250.000152587891,3.1287596
206,207,49,No,Control,6,3,3,1.0,35.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2199.0,2199.0,0.0,0.9618745
207,208,49,No,Control,5,4,1,0.0,51.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,50000.0,50000.0,0,0,,,,,,,4073.33,4073.330078125,0.0,1.9804854
208,209,49,No,Control,3,2,1,1.0,25.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,3000.0,3000.0,0,0,,,,,,,2471.67,2471.669921875,0.0,1.323333
209,210,49,No,Control,9,5,4,1.0,30.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,50000.0,70000.0,0,0,,,,,,,4195.0,4195.0,0.0,0.843139
210,211,49,No,Control,4,2,2,1.0,33.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2628.3333,2557.5,70.83333206176758,1.9033186
211,212,49,No,Control,4,3,1,1.0,28.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,55000.0,55000.0,0,0,,,,,,,3893.4968,3876.830078125,16.66666603088379,2.1205063
212,213,49,No,Control,4,2,2,1.0,45.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,200000.0,200000.0,0,0,,,,,,,2306.67,2306.669921875,0.0,1.3683748
213,214,49,No,Control,5,3,2,1.0,30.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,0,0,,,,,,,3781.9968,3515.330078125,266.6666660308838,1.258911
214,215,49,No,Control,5,5,0,1.0,41.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,930000.0,930000.0,0,0,,,,,,,3363.0,3338.0,25.0,1.5992409
215,216,49,No,Control,4,2,2,1.0,40.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,50000.0,50000.0,0,0,,,,,,,2659.3333,2576.0,83.33333587646484,2.1363387
216,217,49,No,Control,6,6,0,1.0,48.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,40000.0,40000.0,2,2,1.0,6000.0,716.6666,0.0,0.0,140.0,3515.0,3515.0,0.0,1.2735604
217,218,49,No,Control,5,5,0,1.0,51.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,15000.0,15000.0,0,0,,,,,,,2734.17,2734.169921875,0.0,1.1319077
218,219,49,No,Control,3,2,1,1.0,25.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,100000.0,100000.0,0,0,,,,,,,6173.33,6173.330078125,0.0,1.4642916
219,220,49,No,Control,3,3,0,1.0,30.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,71000.0,71000.0,0,0,,,,,,,5328.0,5328.0,0.0,1.0355585
220,221,97,No,Control,3,3,0,1.0,55.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,3000.0,3000.0,0,0,,,,,,,1593.33,1593.3299560546875,0.0,0.9201654
221,222,97,No,Control,8,5,3,1.0,45.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,3000.0,3000.0,0,0,,,,,,,1525.0,1525.0,0.0,1.2041292
222,223,97,No,Control,5,2,3,1.0,45.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,2000.0,2000.0,0,0,,,,,,,2384.17,2384.169921875,0.0,1.0948254
223,224,97,No,Control,7,4,3,1.0,45.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,50000.0,50000.0,1,1,1.0,500.0,16.666666,0.0,0.0,24.0,3716.17,3716.169921875,0.0,1.5585179
224,225,97,No,Control,5,4,1,1.0,40.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,30000.0,30000.0,0,0,,,,,,,3831.67,3781.669921875,50.0,2.3388383
225,226,97,No,Control,5,2,3,1.0,30.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,3000.0,3000.0,0,0,,,,,,,2240.0,2202.5,37.5,2.2308605
226,227,97,No,Control,3,2,1,1.0,55.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,11000.0,11000.0,0,0,,,,,,,1671.67,1671.6700439453125,0.0,1.553966
227,228,97,No,Control,5,4,1,1.0,42.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,3700.0,3700.0,0,0,,,,,,,3621.33,3621.330078125,0.0,1.4497175
228,229,97,No,Control,6,3,3,1.0,30.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,14000.0,14000.0,0,0,,,,,,,1968.33,1968.3299560546875,0.0,0.7689205
229,230,97,No,Control,5,2,3,1.0,35.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,28000.0,28000.0,0,0,,,,,,,4293.3335,4260.0,33.33333206176758,2.3283358
230,231,97,No,Control,3,2,1,1.0,40.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2046.67,2046.6700439453125,0.0,0.7920312
231,232,97,No,Control,3,2,1,1.0,40.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,5000.0,5000.0,0,0,,,,,,,2261.67,2236.669921875,25.0,1.414114
232,233,97,No,Control,4,3,1,0.0,50.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,20000.0,20000.0,1,1,1.0,2500.0,166.66667,0.0,0.0,91.0,3028.33,3028.330078125,0.0,1.8122318
233,234,97,No,Control,4,2,2,1.0,43.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,20000.0,20000.0,0,0,,,,,,,1717.67,1717.6700439453125,0.0,0.73635006
234,235,97,No,Control,5,3,2,1.0,48.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,47000.0,47000.0,1,1,1.0,9800.0,1285.7142,0.0,0.0,56.0,3141.6633,3058.330078125,83.33333587646484,2.4098265
235,236,97,No,Control,4,2,2,1.0,24.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,1,1.0,600.0,8.333333,0.0,0.0,16.0,2615.0,2590.0,25.0,2.7608585
236,237,97,No,Control,1,1,0,0.0,55.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,2000.0,2000.0,1,1,1.0,3000.0,1285.7142,0.0,0.0,48.0,1018.33,1018.3300170898438,0.0,0.91036665
237,238,97,No,Control,6,3,3,1.0,32.0,0.0,No,No,Yes,Yes,Yes,0.0,0.0,75000.0,40000.0,115000.0,1,1,1.0,0.0,0.0,0.0,0.0,30.0,6326.6665,5510.0,816.6666870117188,2.2085528
238,239,97,No,Control,5,4,1,1.0,44.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,60000.0,60000.0,1,0,0.0,10800.0,857.1429,0.0,0.0,84.0,5124.9966,5108.330078125,16.66666603088379,1.6636534
239,240,97,No,Control,3,2,1,1.0,45.0,1.0,No,No,Yes,Yes,Yes,0.0,0.0,1500.0,10000.0,11500.0,0,0,,,,,,,2356.6667,2190.0,166.6666717529297,1.4748442
240,241,67,No,Treatment,7,7,0,1.0,52.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,2000.0,2000.0,0,0,,,,,,,5848.3364,5419.169921875,429.1666564941406,2.35064
241,242,67,No,Treatment,7,5,2,1.0,42.0,0.0,No,Yes,No,Yes,Yes,0.0,4000.0,0.0,18000.0,22000.0,1,0,0.0,2290.0,933.0,0.0,0.0,98.0,7425.6636,7342.330078125,83.33333587646484,3.4154062
242,243,67,No,Treatment,4,2,2,1.0,37.0,1.0,No,Yes,No,Yes,Yes,0.0,3000.0,0.0,10000.0,13000.0,0,0,,,,,,,4587.8364,4571.169921875,16.66666603088379,1.5120546
243,244,67,No,Treatment,4,4,0,0.0,38.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,7491.83,7491.830078125,0.0,2.0152228
244,245,67,No,Treatment,5,5,0,1.0,50.0,0.0,No,No,Yes,Yes,Yes,0.0,0.0,72000.0,30000.0,102000.0,0,0,,,,,,,7067.8335,6984.5,83.33333587646484,2.7141054
245,246,67,No,Treatment,4,2,2,1.0,34.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2083.5,2063.5,20.0,2.6783001
246,247,67,No,Treatment,5,5,0,1.0,47.0,0.0,No,No,Yes,No,Yes,0.0,0.0,550000.0,0.0,550000.0,3,1,0.33333334,18404.0,1043.4524,0.0,0.0,152.0,3034.1633,3025.830078125,8.333333015441895,3.8674138
247,248,67,No,Treatment,4,2,2,1.0,48.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,0,0,,,,,,,3111.9968,3045.330078125,66.66666793823242,1.8146378
248,249,67,No,Treatment,5,3,2,1.0,34.0,0.0,No,No,No,No,Yes,0.0,0.0,0.0,0.0,10000.0,2,2,1.0,3300.0,907.1429,0.0,0.0,188.0,3945.1633,3861.830078125,83.33333587646484,2.575006
249,250,67,No,Treatment,3,2,1,1.0,37.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,60000.0,60000.0,1,1,1.0,2700.0,700.0,0.0,0.0,14.0,4476.3364,3997.169921875,479.1666717529297,1.3382559
250,251,67,No,Treatment,5,2,3,1.0,41.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,1,1.0,3000.0,25.0,0.0,0.0,17.0,4461.67,4436.669921875,25.0,3.2607374
251,252,67,No,Treatment,4,3,1,1.0,37.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,50000.0,50000.0,1,1,1.0,2800.0,342.85715,0.0,0.0,86.0,3809.33,3759.330078125,50.0,2.180036
252,253,67,No,Treatment,5,3,2,0.0,49.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,30000.0,30000.0,1,1,1.0,12000.0,1478.5714,0.0,0.0,24.0,3807.67,3807.669921875,0.0,1.6178771
253,254,67,No,Treatment,3,2,1,0.0,40.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,5000.0,5000.0,0,0,,,,,,,2395.67,2395.669921875,0.0,1.8244269
254,255,67,No,Treatment,4,2,2,1.0,25.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,40000.0,40000.0,0,0,,,,,,,3345.67,3345.669921875,0.0,0.87961805
255,256,67,No,Treatment,5,4,1,1.0,60.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,4240.0,4240.0,0.0,1.2057908
256,257,67,No,Treatment,5,5,0,1.0,40.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,2,1,0.5,7500.0,1450.0,2300.0,0.0,75.0,5575.67,5025.669921875,550.0000152587891,2.018775
257,258,67,No,Treatment,3,3,0,1.0,45.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,46000.0,46000.0,0,0,,,,,,,1991.4966,1974.8299560546875,16.66666603088379,1.6861634
258,259,67,No,Treatment,3,2,1,1.0,24.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,65000.0,65000.0,0,0,,,,,,,3480.5,3480.5,0.0,2.0157595
259,260,67,No,Treatment,3,2,1,1.0,30.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,1000.0,1000.0,0,0,,,,,,,2699.67,2699.669921875,0.0,1.4823267
260,261,14,No,Treatment,5,4,1,1.0,40.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,50000.0,50000.0,0,0,,,,,,,5318.3335,5235.0,83.33333587646484,2.658665
261,262,14,No,Treatment,4,2,2,1.0,30.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,0,0,,,,,,,5436.67,5436.669921875,0.0,2.5661118
262,263,14,No,Treatment,9,6,3,1.0,50.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,1,0,0.0,1000.0,186.25,0.0,0.0,63.0,6244.9966,6203.330078125,41.66666793823242,3.6415994
263,264,14,No,Treatment,5,2,3,1.0,33.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,3403.3367,3236.669921875,166.66666793823242,4.260761
264,265,14,No,Treatment,5,3,2,1.0,35.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2651.67,2651.669921875,0.0,1.4906785
265,266,14,No,Treatment,5,4,1,1.0,56.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2815.0,2815.0,0.0,1.9988401
266,267,14,No,Treatment,4,4,0,1.0,50.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,50000.0,50000.0,0,0,,,,,,,1785.0,1785.0,0.0,0.8105685
267,268,14,No,Treatment,5,4,1,1.0,45.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,15000.0,15000.0,0,0,,,,,,,2938.33,2938.330078125,0.0,1.1293038
268,269,14,No,Treatment,5,4,1,1.0,49.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,3933.33,3783.330078125,150.0,2.1931932
